state_name,state_abbrev,fips,total_pop_20,orders_rank_aug19,orders_rank_sep19,orders_rank_oct19,orders_rank_nov19,orders_rank_dec19,orders_rank_jan20,orders_rank_feb20,orders_rank_mar20,orders_rank_apr20,orders_rank_may20,orders_rank_jun20,orders_rank_jul20,orders_rank_aug20,orders_rank_sep20,orders_rank_oct20,orders_rank_nov20,orders_rank_dec20,orders_rank_jan21,orders_rank_feb21,orders_rank_mar21,orders_rank_apr21,orders_rank_may21,orders_rank_jun21,orders_rank_jul21,orders_rank_aug21,orders_rank_sep21,orders_rank_oct21,orders_rank_nov21,orders_rank_dec21,orders_rank_jan22,orders_rank_feb22,orders_rank_mar22,orders_rank_apr22,orders_rank_may22,orders_rank_jun22,merchants_rank_aug19,merchants_rank_sep19,merchants_rank_oct19,merchants_rank_nov19,merchants_rank_dec19,merchants_rank_jan20,merchants_rank_feb20,merchants_rank_mar20,merchants_rank_apr20,merchants_rank_may20,merchants_rank_jun20,merchants_rank_jul20,merchants_rank_aug20,merchants_rank_sep20,merchants_rank_oct20,merchants_rank_nov20,merchants_rank_dec20,merchants_rank_jan21,merchants_rank_feb21,merchants_rank_mar21,merchants_rank_apr21,merchants_rank_may21,merchants_rank_jun21,merchants_rank_jul21,merchants_rank_aug21,merchants_rank_sep21,merchants_rank_oct21,merchants_rank_nov21,merchants_rank_dec21,merchants_rank_jan22,merchants_rank_feb22,merchants_rank_mar22,merchants_rank_apr22,merchants_rank_may22,merchants_rank_jun22,gmv_rank_aug19,gmv_rank_sep19,gmv_rank_oct19,gmv_rank_nov19,gmv_rank_dec19,gmv_rank_jan20,gmv_rank_feb20,gmv_rank_mar20,gmv_rank_apr20,gmv_rank_may20,gmv_rank_jun20,gmv_rank_jul20,gmv_rank_aug20,gmv_rank_sep20,gmv_rank_oct20,gmv_rank_nov20,gmv_rank_dec20,gmv_rank_jan21,gmv_rank_feb21,gmv_rank_mar21,gmv_rank_apr21,gmv_rank_may21,gmv_rank_jun21,gmv_rank_jul21,gmv_rank_aug21,gmv_rank_sep21,gmv_rank_oct21,gmv_rank_nov21,gmv_rank_dec21,gmv_rank_jan22,gmv_rank_feb22,gmv_rank_mar22,gmv_rank_apr22,gmv_rank_may22,gmv_rank_jun22,top3industries_aug19,top3industries_sep19,top3industries_oct19,top3industries_nov19,top3industries_dec19,top3industries_jan20,top3industries_feb20,top3industries_mar20,top3industries_apr20,top3industries_may20,top3industries_jun20,top3industries_jul20,top3industries_aug20,top3industries_sep20,top3industries_oct20,top3industries_nov20,top3industries_dec20,top3industries_jan21,top3industries_feb21,top3industries_mar21,top3industries_apr21,top3industries_may21,top3industries_jun21,top3industries_jul21,top3industries_aug21,top3industries_sep21,top3industries_oct21,top3industries_nov21,top3industries_dec21,top3industries_jan22,top3industries_feb22,top3industries_mar22,top3industries_apr22,top3industries_may22,top3industries_jun22,avg_traffic_aug19,avg_traffic_sep19,avg_traffic_oct19,avg_traffic_nov19,avg_traffic_dec19,avg_traffic_jan20,avg_traffic_feb20,avg_traffic_mar20,avg_traffic_apr20,avg_traffic_may20,avg_traffic_jun20,avg_traffic_jul20,avg_traffic_aug20,avg_traffic_sep20,avg_traffic_oct20,avg_traffic_nov20,avg_traffic_dec20,avg_traffic_jan21,avg_traffic_feb21,avg_traffic_mar21,avg_traffic_apr21,avg_traffic_may21,avg_traffic_jun21,avg_traffic_jul21,avg_traffic_aug21,avg_traffic_sep21,avg_traffic_oct21,avg_traffic_nov21,avg_traffic_dec21,avg_traffic_jan22,avg_traffic_feb22,avg_traffic_mar22,avg_traffic_apr22,avg_traffic_may22,avg_traffic_jun22,avg_lifespan_mths
Montana,MT,30,1084225,8,10,10,18,9,13,18,16,29,40,42,34,38,46,46,34,14,34,27,40,35,35,27,21,27,45,41,42,28,31,29,28,31,32,29,11,17,18,13,12,10,29,17,20,23,24,25,23,26,26,19,19,30,29,33,34,30,30,33,19,31,19,19,19,19,24,16,20,21,15,18,29,29,41,26,37,45,36,40,44,41,41,36,47,47,37,29,34,46,47,40,37,23,22,21,40,42,46,37,32,37,36,35,30,15,"fooddrink, restaurant, health_med","fooddrink, fashion, fitness_wellness","fooddrink, fashion, fitness_wellness","fashion, fooddrink, retail","fooddrink, restaurant, retail","fooddrink, health_med, agriculture","fooddrink, health_med, homesvcs","fooddrink, health_med, realestate","fooddrink, health_med, agriculture","health_med, homesvcs, sports","fashion, health_med, homesvcs","restaurant, health_med, fashion","restaurant, health_med, fooddrink","profsvcs, health_med, fashion","profsvcs, health_med, fashion","profsvcs, health_med, fashion","profsvcs, restaurant, health_med","profsvcs, health_med, fashion","health_med, profsvcs, homesvcs","health_med, fooddrink, auto","health_med, auto, fooddrink","transportation, auto, health_med","transportation, fooddrink, health_med","transportation, fooddrink, restaurant","transportation, fooddrink, sports","auto, health_med, fooddrink","auto, health_med, fooddrink","auto, fooddrink, health_med","auto, restaurant, health_med","auto, health_med, fooddrink","auto, health_med, transportation","auto, health_med, transportation","auto, transportation, health_med","auto, transportation, health_med","transportation, auto, health_med",88.8,84.3,86.1,80.5,79.6,90.1,95.8,80.5,93.7,101.3,106.4,108.7,115.7,108.1,115.8,103.4,104.1,118.7,100.9,121.3,143,158.6,133,83.9,101.2,101.4,107.7,102.8,106.7,119.5,111,126.5,133.6,134.2,136.6,14.4
Nebraska,NE,31,1961504,49,51,50,46,47,44,33,21,27,32,34,45,40,37,37,45,42,38,39,44,41,44,43,41,46,44,44,50,50,50,49,50,51,49,47,49,49,50,49,49,49,48,48,49,48,49,48,46,43,43,46,47,48,46,46,44,44,49,47,47,48,49,48,45,48,40,48,49,48,47,43,51,50,50,51,35,30,26,46,26,37,37,27,35,35,45,45,43,36,48,50,50,25,49,50,50,51,51,51,51,47,51,51,49,51,"fooddrink, fitness_wellness, education","retail, health_med, travel","profsvcs, health_med, education","hobby, health_med, fashion","health_med, hobby, profsvcs","profsvcs, beauty, health_med","profsvcs, health_med, fashion","profsvcs, guns, retail","fashion, profsvcs, fooddrink","homedecor, software_it, profsvcs","profsvcs, guns, fashion","profsvcs, beauty, fashion","profsvcs, beauty, fashion","profsvcs, health_med, restaurant","profsvcs, health_med, restaurant","profsvcs, auto, fashion","profsvcs, fooddrink, fashion","profsvcs, agriculture, guns","profsvcs, hobby, agriculture","profsvcs, guns, agriculture","profsvcs, charity_or_pol, agriculture","profsvcs, agriculture, health_med","travel, profsvcs, sports","retail, profsvcs, sports","homedecor, profsvcs, sports","profsvcs, sports, agriculture","profsvcs, fashion, health_med","retail, homedecor, fashion","retail, realestate, agriculture","retail, agriculture, fashion","retail, agriculture, industrial","construction, beauty, health_med","health_med, fashion, agriculture","fashion, homedecor, health_med","health_med, fashion, agriculture",91.9,86.2,83.8,79.4,79.4,96.7,89.3,93.2,99.5,125.1,121.7,114.8,110.3,94.9,95.5,89.5,99.7,102.7,91.4,117.9,131.1,151.2,120.9,77.1,94.2,108.9,112,117.5,126.9,128.9,125.6,132.1,132.7,166.5,151.5,13.9
Nevada,NV,32,3104614,10,8,8,7,7,7,8,4,4,6,3,1,3,5,5,10,11,13,11,13,10,5,6,6,9,8,8,10,10,7,9,9,10,13,13,4,4,4,4,5,6,5,5,7,5,4,7,7,6,6,7,7,6,8,7,7,8,7,6,6,5,7,4,5,5,5,5,6,6,7,13,14,15,18,20,14,16,11,17,18,19,22,20,23,23,27,33,29,24,26,28,22,30,24,28,25,24,23,22,15,9,6,13,16,12,"retail, health_med, construction","health_med, retail, construction","health_med, retail, auto","retail, health_med, construction","health_med, retail, construction","health_med, beauty, retail","health_med, retail, construction","health_med, retail, construction","restaurant, health_med, retail","health_med, retail, auto","health_med, auto, beauty","health_med, beauty, fashion","health_med, beauty, sports","health_med, beauty, fashion","health_med, beauty, fashion","health_med, beauty, sports","health_med, beauty, sports","health_med, beauty, sports","health_med, beauty, sports","health_med, sports, beauty","health_med, beauty, fashion","health_med, charity_or_pol, beauty","health_med, beauty, fashion","health_med, beauty, fashion","health_med, beauty, adult","health_med, beauty, retail","health_med, beauty, retail","health_med, beauty, retail","health_med, beauty, retail","health_med, consulting, beauty","consulting, profsvcs, health_med","consulting, profsvcs, health_med","consulting, beauty, profsvcs","profsvcs, health_med, beauty","profsvcs, health_med, beauty",92.1,83.8,81.4,78.9,90.9,105.7,116.1,111.4,94.5,97.5,98.7,108.4,95,95.4,107.9,89.5,99.1,112.2,108,118.2,110.8,119.1,112.7,71.5,84,95,107.4,119,116.4,134.8,122.4,134.8,135,132.3,125.7,12.4
New Hampshire,NH,33,1377529,5,4,4,4,3,3,2,2,6,4,13,4,4,3,3,5,4,3,3,4,3,4,3,3,3,4,2,4,7,6,5,7,6,6,6,3,3,3,3,3,3,3,3,3,4,5,8,4,3,3,3,2,4,3,3,4,3,3,4,4,2,4,6,7,7,8,7,9,8,6,10,13,7,8,10,8,1,2,6,15,20,12,9,5,5,15,15,12,12,17,20,24,28,18,20,15,13,16,19,13,10,29,26,18,24,"education, beauty, retail","education, beauty, retail","education, sports, beauty","beauty, sports, education","sports, beauty, hobby","education, sports, hobby","homesvcs, education, beauty","homesvcs, beauty, hobby","fooddrink, hobby, homesvcs","beauty, fashion, retail","beauty, fashion, education","retail, fashion, education","fooddrink, fashion, beauty","fashion, retail, beauty","fashion, retail, beauty","beauty, sports, fashion","beauty, sports, retail","sports, beauty, fitness_wellness","sports, beauty, retail","retail, health_med, beauty","beauty, education, health_med","retail, education, health_med","retail, health_med, beauty","beauty, health_med, retail","beauty, health_med, fooddrink","beauty, retail, health_med","beauty, health_med, sports","beauty, sports, retail","sports, retail, beauty","sports, construction, health_med","software_it, retail, health_med","health_med, artdesign, retail","retail, artdesign, health_med","auto, health_med, retail","retail, auto, beauty",109.8,100.6,101.6,100.3,98.4,105.3,99.8,93.9,101.5,124.8,139.9,138.4,140.2,132.2,152.9,118.9,121.5,139.2,135.2,156.5,150.9,147.1,141.4,104.3,117,139.3,154.2,140.2,143.9,145.2,144.3,148.9,147.4,155.3,152.1,14
New Jersey,NJ,34,9288994,29,21,25,23,29,19,6,12,15,14,9,14,13,11,11,9,8,12,15,15,14,13,11,13,18,23,21,23,21,23,24,21,20,22,17,26,28,30,34,32,30,27,30,28,24,21,19,19,21,21,20,20,19,19,18,19,19,24,22,20,22,21,26,23,26,27,28,28,26,24,32,28,31,30,35,27,21,20,23,25,26,28,29,20,20,6,3,3,5,10,3,7,6,3,6,10,7,10,5,1,3,7,14,8,21,"fitness_wellness, sports, retail","fitness_wellness, sports, fashion","fitness_wellness, health_med, retail","fitness_wellness, sports, beauty","fitness_wellness, beauty, sports","fitness_wellness, education, retail","retail, fitness_wellness, profsvcs","fitness_wellness, retail, health_med","fitness_wellness, retail, fooddrink","retail, fitness_wellness, fooddrink","retail, fitness_wellness, fashion","fitness_wellness, retail, beauty","fitness_wellness, retail, sports","retail, fitness_wellness, sports","retail, fitness_wellness, sports","retail, health_med, fitness_wellness","retail, consulting, health_med","retail, health_med, fitness_wellness","retail, restaurant, health_med","sports, beauty, health_med","restaurant, beauty, sports","restaurant, sports, beauty","music, fooddrink, beauty","music, fashion, health_med","music, fooddrink, beauty","fooddrink, beauty, music","music, fashion, sports","sports, beauty, fooddrink","sports, fooddrink, beauty","sports, fooddrink, beauty","fashion, beauty, fooddrink","fashion, beauty, sports","beauty, sports, fashion","music, fashion, beauty","beauty, sports, retail",92.7,84.7,84.5,78.1,78.8,97.7,89.5,80.9,87.4,95,108.8,109.7,111.9,102.8,110.3,98.8,101.1,108.2,102.7,118.7,122.3,127.6,123.3,79.8,94.3,109.4,131.7,121.1,123.2,127.1,122.5,133.5,136.7,139.4,140.2,13.3
New Mexico,NM,35,2117522,48,45,48,47,46,45,46,46,42,48,37,40,44,36,36,42,38,45,41,43,40,40,47,42,32,41,37,36,39,44,43,46,48,51,49,34,40,31,30,40,43,36,40,29,38,26,33,41,45,45,35,40,40,38,42,43,43,45,43,38,42,40,35,38,38,44,46,46,46,46,45,40,49,49,46,50,50,48,42,49,49,47,50,49,49,44,40,48,48,46,47,49,49,48,44,48,45,45,12,48,44,47,48,50,48,"charity_or_pol, education, sports","retail, beauty, fashion","beauty, retail, artdesign","hobby, beauty, retail","education, fashion, retail","beauty, hobby, fashion","fashion, beauty, retail","education, fashion, fooddrink","education, fashion, retail","retail, fitness_wellness, fashion","health_med, retail, fashion","health_med, retail, artdesign","fashion, hobby, artdesign","fashion, health_med, retail","fashion, health_med, retail","fashion, retail, fooddrink","fashion, retail, fooddrink","fashion, retail, fooddrink","fashion, fooddrink, retail","software_it, fashion, fooddrink","fashion, retail, fooddrink","fashion, fooddrink, retail","fashion, fooddrink, retail","retail, fashion, fooddrink","fashion, beauty, fooddrink","fashion, fooddrink, artdesign","fashion, artdesign, fooddrink","fashion, retail, fooddrink","photography, fashion, fooddrink","fashion, retail, artdesign","fitness_wellness, fooddrink, retail","fooddrink, artdesign, retail","financial, charity_or_pol, fooddrink","financial, fooddrink, retail","financial, education, artdesign",101.1,92.1,95,81.9,77.1,86.1,87.5,84.8,88.6,99.9,100.3,97.1,102.4,107.9,106.8,89.3,93.8,100.2,97.8,117.7,115.4,108.5,107.3,79.8,95.3,110.8,120.5,103.4,105.3,110.6,110.3,126.9,136.2,134.4,128.5,14.1
New York,NY,36,20201248,39,36,41,37,32,42,28,29,33,35,35,36,34,32,32,41,32,25,24,29,30,28,38,35,40,38,40,40,30,27,37,34,34,38,39,38,42,42,42,39,40,40,44,47,35,35,32,32,28,28,29,29,28,27,26,27,27,31,34,31,34,32,32,31,31,31,34,35,36,37,28,26,20,31,28,19,17,22,25,6,9,8,6,8,8,16,13,17,10,2,6,10,8,11,16,9,9,5,10,12,11,12,6,9,7,"fashion, health_med, auto","fashion, health_med, beauty","fashion, retail, beauty","fashion, retail, beauty","fashion, beauty, retail","fashion, beauty, health_med","auto, fashion, personalsvcs","health_med, retail, fashion","health_med, retail, beauty","software_it, events, law","beauty, software_it, health_med","health_med, beauty, retail","beauty, retail, pets","profsvcs, retail, beauty","profsvcs, retail, beauty","beauty, fashion, retail","health_med, software_it, beauty","beauty, health_med, fashion","law, beauty, fashion","education, fashion, beauty","fashion, health_med, marketing","fashion, health_med, beauty","sports, beauty, health_med","auto, health_med, personal","auto, fashion, hobby","retail, auto, fashion","auto, beauty, fashion","personal, fashion, auto","retail, fashion, auto","fashion, retail, industrial","education, industrial, beauty","education, writing, auto","writing, beauty, auto","beauty, law, industrial","personal, beauty, auto",85.6,83.9,99.5,106.4,135.7,190.5,121.6,167.7,107,99,102.9,115.1,99.2,94.8,96.1,95,90.5,103.2,93.6,106.5,110.4,113.5,105.1,71.6,82.6,100.9,108.9,100.5,103.9,103.6,106.7,113.6,120.5,133.3,130.1,13.2
North Carolina,NC,37,10439388,18,18,19,20,26,30,32,30,35,9,25,25,18,23,23,15,23,26,34,24,21,22,26,26,28,26,24,33,40,39,34,24,23,33,37,14,16,15,16,18,16,16,15,15,12,13,13,13,13,13,14,13,13,12,12,13,13,13,13,12,12,12,13,14,15,15,14,13,15,11,31,35,35,32,37,31,43,37,34,42,43,36,37,38,38,41,39,13,3,5,7,15,18,9,1,29,17,20,44,45,43,45,45,43,42,"events, fashion, beauty","events, fashion, beauty","fashion, beauty, retail","retail, fashion, beauty","fashion, beauty, retail","performer, fashion, beauty","beauty, fashion, health_med","beauty, health_med, fashion","health_med, retail, fashion","beauty, fashion, events","beauty, fashion, retail","beauty, fashion, artdesign","fashion, beauty, retail","beauty, fashion, industrial","beauty, fashion, industrial","beauty, fashion, health_med","health_med, fashion, beauty","homesvcs, beauty, health_med","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","beauty, fashion, retail","beauty, fashion, sports","beauty, fashion, sports","beauty, fashion, sports","beauty, fashion, health_med","beauty, industrial, fashion","beauty, industrial, fashion",89.2,85.5,88.6,81.4,78.8,89.3,88,81.8,84.8,98.1,102.8,112,106.1,99.1,112.6,99.5,105.2,106.7,114.9,117.6,115.9,113.7,121.7,81.8,89.5,112.9,128.2,111.2,105.8,114,112.7,124.7,127.8,139.1,139.5,13.2
North Dakota,ND,38,779094,51,47,37,25,51,50,50,51,50,51,51,51,51,47,47,51,51,44,50,46,49,51,51,46,15,13,7,2,1,1,1,2,5,4,2,50,50,49,50,50,50,49,50,45,49,50,50,51,51,51,50,51,50,50,49,51,50,50,49,50,50,51,50,49,49,49,50,48,49,50,50,49,44,33,48,45,42,51,48,48,50,48,45,48,48,12,25,49,49,45,48,47,50,45,40,39,31,37,29,20,20,25,22,17,35,"industrial, fashion, beauty","fashion, industrial, retail","fashion, retail, sports","retail, fashion, sports","travel, hobby, retail","education, events, fashion","events, retail, fashion","fashion, events, fitness_wellness","retail, fashion, beauty","fashion, retail, beauty","retail, pets, fashion","pets, retail, fashion","pets, business, retail","business, retail, fashion","business, retail, fashion","business, retail, construction","business, pets, fashion","retail, fashion, pets","fashion, retail, sports","fashion, sports, retail","fashion, sports, pets","fashion, software_it, pets","fashion, fitness_wellness, industrial","sports, fashion, pets","sports, fashion, retail","fashion, sports, retail","sports, fashion, travel","sports, fashion, retail","sports, fashion, pets","sports, fashion, fooddrink","sports, events, fashion","sports, events, fashion","sports, events, fashion","events, sports, retail","sports, events, health_med",89.5,85.3,83.1,80,83.4,92.8,95.4,88.9,97.9,116.9,131.8,136.9,117.3,124.7,120.1,103.1,112.2,140.4,142,149.6,133.9,115.2,126.8,72.5,131.2,118.8,123.2,137.2,145.2,156.2,163.4,176.9,146.5,144.4,140.9,14
Ohio,OH,39,11799448,12,14,11,13,19,11,12,7,5,11,10,11,8,10,10,4,5,9,14,17,22,21,24,28,35,36,36,30,41,35,30,32,30,37,35,36,33,35,37,35,32,35,35,32,34,36,34,34,33,33,32,34,32,34,31,33,34,32,31,30,30,30,31,33,33,29,30,30,33,35,11,11,17,17,13,7,11,15,2,10,5,9,8,9,9,7,8,7,8,6,12,11,13,12,18,17,15,14,20,17,16,17,16,15,18,"fashion, retail, beauty","fashion, retail, homesvcs","fashion, retail, homesvcs","fashion, retail, homesvcs","fashion, beauty, homesvcs","fashion, homesvcs, beauty","fashion, homesvcs, health_med","homesvcs, beauty, health_med","health_med, homesvcs, retail","health_med, homesvcs, fashion","retail, homesvcs, health_med","homesvcs, fashion, health_med","homesvcs, beauty, health_med","health_med, fashion, homesvcs","health_med, fashion, homesvcs","fashion, software_it, health_med","fashion, software_it, health_med","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","health_med, fashion, homesvcs","health_med, fashion, retail","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, homesvcs, health_med","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs",97.4,98.9,101.9,90.9,89,99.1,101.2,109.9,115.2,122.7,126.4,124.1,115.9,110.4,122.6,115.9,119.9,132.3,122.3,140.2,141.8,145.6,133.1,86.9,100.7,114.2,128.9,121.2,122.4,133.6,126.7,139.7,142.7,146.9,141,13.6
Oklahoma,OK,40,3959353,21,32,35,32,42,40,35,36,44,28,33,46,47,50,50,48,50,50,46,42,42,43,42,44,44,46,47,43,46,40,48,43,44,46,44,30,32,34,32,37,35,34,38,37,46,45,44,42,41,41,47,46,47,47,44,47,46,47,46,48,45,44,46,41,45,46,45,47,41,43,35,37,34,35,34,33,35,33,37,39,45,44,48,46,46,40,49,46,43,34,45,44,48,50,47,46,47,47,49,46,49,46,46,38,46,"retail, auto, fitness_wellness","retail, auto, health_med","retail, agriculture, health_med","retail, auto, health_med","health_med, retail, auto","health_med, retail, fitness_wellness","retail, health_med, auto","health_med, retail, auto","retail, fashion, health_med","retail, personal, auto","retail, personal, health_med","retail, auto, health_med","retail, auto, fitness_wellness","retail, auto, fitness_wellness","retail, auto, fitness_wellness","guns, retail, auto","retail, auto, fitness_wellness","retail, auto, fitness_wellness","health_med, auto, retail","guns, auto, retail","auto, retail, fitness_wellness","health_med, auto, fitness_wellness","auto, retail, fitness_wellness","auto, retail, health_med","auto, retail, health_med","health_med, auto, retail","auto, health_med, retail","auto, fashion, retail","auto, retail, fashion","auto, retail, fashion","auto, retail, hobby","auto, retail, sports","auto, retail, sports","auto, retail, fooddrink","auto, retail, fitness_wellness",83.1,86.7,111.8,93.6,98.9,90.5,94.2,93.2,102,110,121.8,107.4,96.2,97.2,98.7,107.8,111,111,99.7,140.8,122.1,115.1,112.1,78.1,90.6,101.5,110.3,112.8,109.9,114.9,110.2,122.4,127.4,126.7,121.1,13.4
Oregon,OR,41,4237256,15,12,12,14,14,16,23,17,18,24,29,27,25,22,22,21,16,20,30,22,17,17,17,15,16,21,14,16,15,15,14,10,9,8,8,18,20,21,20,21,18,18,21,26,28,34,35,28,31,31,24,23,23,33,28,31,31,29,25,23,25,24,22,20,18,23,20,19,18,19,33,27,26,25,5,32,34,28,24,27,28,27,31,32,32,28,30,30,30,27,25,30,27,25,33,31,26,28,26,22,23,23,19,22,20,"health_med, fashion, beauty","health_med, fashion, beauty","health_med, fashion, beauty","health_med, retail, fashion","retail, fooddrink, health_med","health_med, fashion, retail","health_med, fashion, charity_or_pol","health_med, restaurant, fashion","hobby, restaurant, fooddrink","sports, beauty, health_med","sports, beauty, health_med","health_med, beauty, sports","health_med, sports, fashion","fashion, health_med, homesvcs","fashion, health_med, homesvcs","health_med, homesvcs, sports","health_med, sports, fashion","health_med, sports, beauty","health_med, sports, auto","health_med, sports, auto","health_med, sports, charity_or_pol","health_med, charity_or_pol, sports","health_med, sports, homesvcs","health_med, sports, auto","health_med, auto, beauty","health_med, homesvcs, beauty","health_med, auto, travel","health_med, sports, homesvcs","health_med, homesvcs, restaurant","health_med, sports, auto","health_med, auto, sports","health_med, auto, sports","health_med, auto, sports","health_med, sports, auto","health_med, auto, fashion",88.7,83.8,82,75.3,76,82.1,85.6,79.3,86.9,109.8,108,114.5,116,113.8,115.9,108.4,107.3,119.5,104.8,127.4,123.4,116.1,120.9,80.9,89.5,98.1,110.1,110.7,114.3,120.8,115,130.7,132.1,133.4,126.5,13.4
Pennsylvania,PA,42,13002700,41,31,31,34,31,33,40,42,28,31,31,33,31,29,29,26,34,27,26,26,29,30,35,36,39,34,28,27,37,10,22,25,37,35,33,45,46,45,46,46,45,45,43,41,36,40,37,37,34,34,31,33,35,31,34,35,35,36,35,33,35,35,36,36,37,36,37,37,39,38,34,31,36,36,19,36,37,44,35,41,33,35,38,30,30,42,38,41,42,33,30,32,17,36,27,24,22,22,35,42,39,41,39,37,34,"industrial, retail, pets","industrial, hobby, beauty","industrial, beauty, retail","health_med, industrial, retail","industrial, travel, retail","industrial, hobby, retail","industrial, beauty, retail","retail, beauty, industrial","retail, fashion, industrial","retail, fooddrink, fashion","profsvcs, retail, fashion","profsvcs, retail, beauty","fashion, retail, beauty","beauty, retail, fashion","beauty, retail, fashion","retail, fashion, beauty","health_med, retail, fooddrink","health_med, beauty, retail","beauty, health_med, industrial","travel, fashion, beauty","travel, industrial, fashion","health_med, beauty, fashion","travel, beauty, health_med","travel, beauty, health_med","travel, health_med, beauty","travel, beauty, fashion","travel, beauty, health_med","travel, fashion, beauty","travel, retail, beauty","health_med, retail, beauty","health_med, retail, beauty","health_med, retail, beauty","health_med, retail, beauty","consulting, health_med, retail","retail, health_med, sports",97,94.3,95.4,88.9,86.3,95.4,98,97.6,99,119.6,124.4,116.3,128.6,114.5,366.4,257.9,127.8,132.8,124.6,139.8,136.5,138.2,127.5,85.9,101.6,122,141.8,131.9,135.4,149.1,141.7,149.8,154,157.6,151.9,13.7
Rhode Island,RI,44,1097379,25,20,15,30,18,18,24,43,21,30,48,49,48,44,44,32,27,31,29,38,44,49,48,47,47,35,29,41,24,13,20,33,39,40,40,24,18,19,19,16,22,31,27,31,26,30,31,26,35,35,34,25,24,22,22,29,21,27,30,32,21,34,23,21,21,20,19,23,24,23,49,42,43,43,38,49,48,47,28,32,42,45,46,42,42,39,41,40,41,42,41,46,46,46,49,43,41,42,38,37,31,35,43,46,37,"homesvcs, fashion, fitness_wellness","homesvcs, fashion, fitness_wellness","fashion, homesvcs, fitness_wellness","homesvcs, retail, fashion","retail, homesvcs, fooddrink","homesvcs, retail, fitness_wellness","homesvcs, auto, health_med","auto, homesvcs, restaurant","fooddrink, homesvcs, restaurant","events, photography, fashion","events, auto, photography","auto, photography, events","auto, photography, restaurant","photography, auto, homesvcs","photography, auto, homesvcs","photography, auto, retail","auto, retail, photography","photography, auto, sports","auto, photography, sports","auto, photography, fitness_wellness","auto, fashion, photography","auto, photography, homesvcs","auto, photography, retail","auto, photography, retail","auto, photography, retail","auto, photography, fashion","auto, fashion, photography","auto, photography, retail","sports, auto, photography","sports, auto, photography","sports, auto, photography","auto, sports, photography","auto, retail, beauty","auto, retail, beauty","auto, health_med, retail",105.5,113.6,137.2,102.5,103.8,114.9,114.1,94.3,99.2,115.2,121.4,118,118.9,118.4,157.3,118.5,122.5,129,121.8,142.6,139.5,141.5,144.3,102.8,117.2,121.9,138.8,130.3,131.9,136.6,139,152.3,153.6,156,154,13.6
South Carolina,SC,45,5118425,43,41,21,27,21,24,38,32,46,43,32,30,28,27,27,28,33,28,21,23,28,31,37,39,36,39,39,29,31,34,31,29,33,25,20,22,19,16,18,17,14,14,13,14,11,11,12,12,12,12,11,15,12,11,11,12,12,11,11,11,10,11,11,11,10,10,11,11,11,10,46,48,46,44,41,42,46,42,45,7,8,21,40,31,31,38,18,38,39,35,38,43,40,40,41,45,44,40,43,41,41,40,38,36,25,"homesvcs, fashion, beauty","homesvcs, fashion, health_med","sports, homesvcs, beauty","beauty, education, fashion","homesvcs, beauty, fashion","sports, beauty, homesvcs","beauty, hobby, health_med","homesvcs, beauty, fashion","fashion, homesvcs, beauty","fooddrink, beauty, business","fooddrink, business, beauty","fooddrink, beauty, business","beauty, business, fashion","beauty, business, fashion","beauty, business, fashion","beauty, business, fashion","artdesign, beauty, fashion","beauty, sports, health_med","beauty, retail, fashion","beauty, auto, fashion","beauty, auto, fashion","beauty, auto, fashion","beauty, auto, fashion","beauty, auto, health_med","beauty, homesvcs, health_med","beauty, health_med, sports","beauty, fashion, health_med","beauty, fashion, retail","beauty, homesvcs, education","beauty, sports, realestate","beauty, fashion, retail","beauty, retail, fashion","beauty, hobby, retail","beauty, auto, health_med","beauty, auto, education",86.6,80,80.5,77.7,77.8,89.4,95.7,86.2,87.6,102.5,114.4,108.3,108.2,99.4,104.5,100.5,101.6,109.4,103.3,127.3,132.3,126.7,123.5,84,88.5,116.3,125.9,112.2,105,116.8,114.3,126.8,128.4,126.6,127.3,12.9
